campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter,subscription_probability,subscription_probability_pct,priority_target_flag,priority_target_status,propensity_band,propensity_band_order,propensity_decile,propensity_percentile
33580,53,blue-collar,married,primary,no,4793,yes,no,telephone,20,apr,26,4,150,5,failure,no,0,0,1,0,1,150.0,50-59,4,"1,001-5,000",3,0,4-5 contacts,3,0.43,Previous failure,0,Housing loan only,1,1,4,Q2,0.3054785352408645,30.55,0,Below Target Threshold,Medium Propensity,2,7,37.74
33581,34,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,562,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,9.37,No previous contact,0,Housing loan only,1,1,4,Q2,0.35261519710652844,35.26,0,Below Target Threshold,Medium Propensity,2,5,50.39
33582,34,management,divorced,tertiary,no,2279,yes,yes,cellular,20,apr,138,2,150,4,other,no,0,0,1,1,1,150.0,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,2.3,Previous other,0,Housing + personal loans,2,1,4,Q2,0.3760848450797935,37.61,0,Below Target Threshold,Medium Propensity,2,5,56.84
33583,55,admin.,married,secondary,no,499,yes,yes,cellular,20,apr,124,4,150,1,other,no,0,0,1,1,1,150.0,50-59,4,"0-1,000",2,0,4-5 contacts,3,2.07,Previous other,0,Housing + personal loans,2,1,4,Q2,0.28458152424152167,28.46,0,Below Target Threshold,Low Propensity,1,7,33.04
33584,32,entrepreneur,married,tertiary,no,281,yes,no,telephone,20,apr,18,5,349,2,failure,no,0,0,1,0,1,349.0,30-39,2,"0-1,000",2,0,4-5 contacts,3,0.3,Previous failure,0,Housing loan only,1,1,4,Q2,0.33370719778018887,33.37,0,Below Target Threshold,Medium Propensity,2,6,45.15
33585,32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,3.65,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.3492272783773228,34.92,0,Below Target Threshold,Medium Propensity,2,6,49.38
33586,36,management,married,tertiary,no,0,yes,no,cellular,20,apr,142,3,150,3,failure,no,0,0,1,0,1,150.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.37,Previous failure,0,Housing loan only,1,1,4,Q2,0.45656759777909894,45.66,0,Below Target Threshold,High Propensity,3,3,73.63
33587,35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,other,no,0,0,1,0,1,319.0,30-39,2,"0-1,000",2,0,4-5 contacts,3,0.18,Previous other,0,Housing loan only,1,1,4,Q2,0.3026119839716271,30.26,0,Below Target Threshold,Medium Propensity,2,7,37.06
33588,42,blue-collar,married,primary,no,550,yes,no,cellular,20,apr,76,6,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,6+ contacts,4,1.27,No previous contact,0,Housing loan only,1,1,4,Q2,0.32481477840585676,32.48,0,Below Target Threshold,Medium Propensity,2,6,42.65
33589,31,admin.,divorced,secondary,no,-186,yes,no,cellular,20,apr,21,5,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,4-5 contacts,3,0.35,No previous contact,0,Housing loan only,1,1,4,Q2,0.37288032843445934,37.29,0,Below Target Threshold,Medium Propensity,2,5,55.94
33590,32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,6.92,No previous contact,0,Housing loan only,1,1,4,Q2,0.49380789543191134,49.38,0,Below Target Threshold,High Propensity,3,3,78.64
33591,57,admin.,married,secondary,no,2087,yes,no,cellular,20,apr,140,4,343,1,failure,no,0,0,1,0,1,343.0,50-59,4,"1,001-5,000",3,0,4-5 contacts,3,2.33,Previous failure,0,Housing loan only,1,1,4,Q2,0.3681721124296321,36.82,0,Below Target Threshold,Medium Propensity,2,5,54.6
33592,37,blue-collar,married,secondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no,0,0,1,0,1,347.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,1.45,Previous failure,0,Housing loan only,1,1,4,Q2,0.3086208521610152,30.86,0,Below Target Threshold,Medium Propensity,2,7,38.48
33593,34,blue-collar,married,primary,no,15841,yes,no,cellular,20,apr,423,5,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"10,001+",5,0,4-5 contacts,3,7.05,No previous contact,0,Housing loan only,1,1,4,Q2,0.36091642625190967,36.09,0,Below Target Threshold,Medium Propensity,2,5,52.7
33594,46,admin.,single,secondary,no,596,yes,no,cellular,20,apr,138,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.3,No previous contact,0,Housing loan only,1,1,4,Q2,0.45107989445344504,45.11,0,Below Target Threshold,High Propensity,3,3,72.75
33595,41,management,married,tertiary,no,8902,yes,no,cellular,20,apr,16,3,249,5,failure,no,0,0,1,0,1,249.0,40-49,3,"5,001-10,000",4,0,2-3 contacts,2,0.27,Previous failure,0,Housing loan only,1,1,4,Q2,0.4756818132529993,47.57,0,Below Target Threshold,High Propensity,3,3,76.41
33596,23,blue-collar,single,secondary,no,206,yes,no,cellular,20,apr,116,3,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,1.93,No previous contact,0,Housing loan only,1,1,4,Q2,0.4670371822569093,46.7,0,Below Target Threshold,High Propensity,3,3,75.25
33597,27,admin.,married,primary,no,395,yes,no,cellular,20,apr,122,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,2.03,No previous contact,0,Housing loan only,1,1,4,Q2,0.38125014338967195,38.13,0,Below Target Threshold,Medium Propensity,2,5,58.26
33598,43,blue-collar,married,secondary,no,2374,no,no,cellular,20,apr,316,2,264,2,failure,no,0,0,0,0,1,264.0,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,5.27,Previous failure,0,No loans,0,1,4,Q2,0.5745622285122164,57.46,0,Below Target Threshold,High Propensity,3,2,85.54
33599,27,blue-collar,single,secondary,no,153,yes,no,cellular,20,apr,198,3,346,1,failure,no,0,0,1,0,1,346.0,18-29,1,"0-1,000",2,0,2-3 contacts,2,3.3,Previous failure,0,Housing loan only,1,1,4,Q2,0.33560878543896977,33.56,0,Below Target Threshold,Medium Propensity,2,6,45.71
33600,50,services,married,secondary,no,2420,yes,no,cellular,20,apr,102,6,235,13,failure,no,0,0,1,0,1,235.0,50-59,4,"1,001-5,000",3,0,6+ contacts,4,1.7,Previous failure,0,Housing loan only,1,1,4,Q2,0.3427860227213833,34.28,0,Below Target Threshold,Medium Propensity,2,6,47.67
33601,43,blue-collar,divorced,secondary,no,590,yes,yes,cellular,20,apr,306,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,5.1,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.3830395363387407,38.3,0,Below Target Threshold,Medium Propensity,2,5,58.65
33602,32,management,married,tertiary,no,1683,yes,yes,cellular,20,apr,72,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,1.2,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.3967676954585878,39.68,0,Below Target Threshold,Medium Propensity,2,4,61.89
33603,32,technician,married,unknown,no,429,yes,no,cellular,20,apr,31,3,153,2,other,no,0,0,1,0,1,153.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,0.52,Previous other,0,Housing loan only,1,1,4,Q2,0.374428159222184,37.44,0,Below Target Threshold,Medium Propensity,2,5,56.36
33604,28,technician,married,secondary,no,7102,yes,no,cellular,20,apr,156,3,325,9,failure,no,0,0,1,0,1,325.0,18-29,1,"5,001-10,000",4,0,2-3 contacts,2,2.6,Previous failure,0,Housing loan only,1,1,4,Q2,0.44533424005637223,44.53,0,Below Target Threshold,High Propensity,3,3,71.75
33605,35,technician,single,secondary,no,2496,yes,no,cellular,20,apr,9,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,0.15,No previous contact,0,Housing loan only,1,1,4,Q2,0.4864453750625308,48.64,0,Below Target Threshold,High Propensity,3,3,77.73
33606,32,blue-collar,single,secondary,no,623,yes,no,cellular,20,apr,539,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,8.98,No previous contact,0,Housing loan only,1,1,4,Q2,0.427832892934301,42.78,0,Below Target Threshold,High Propensity,3,4,68.5
33607,38,technician,married,secondary,no,511,yes,no,cellular,20,apr,190,2,342,4,failure,no,0,0,1,0,1,342.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.17,Previous failure,0,Housing loan only,1,1,4,Q2,0.36610915178254233,36.61,0,Below Target Threshold,Medium Propensity,2,5,54.05
33608,54,blue-collar,married,primary,no,489,yes,yes,cellular,20,apr,280,4,287,3,other,no,0,0,1,1,1,287.0,50-59,4,"0-1,000",2,0,4-5 contacts,3,4.67,Previous other,0,Housing + personal loans,2,1,4,Q2,0.23409950899209211,23.41,0,Below Target Threshold,Low Propensity,1,8,22.7
33609,31,entrepreneur,single,tertiary,no,667,yes,no,cellular,20,apr,152,5,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,2.53,No previous contact,0,Housing loan only,1,1,4,Q2,0.43797932904518105,43.8,0,Below Target Threshold,High Propensity,3,3,70.43
33610,45,services,married,primary,no,-79,yes,no,cellular,20,apr,59,4,348,2,failure,no,0,0,1,0,1,348.0,40-49,3,Negative,1,1,4-5 contacts,3,0.98,Previous failure,0,Housing loan only,1,1,4,Q2,0.2784682193615623,27.85,0,Below Target Threshold,Low Propensity,1,7,31.68
33611,42,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,58,4,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,0.97,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.31810195457757395,31.81,0,Below Target Threshold,Medium Propensity,2,6,40.91
33612,29,services,single,secondary,no,3331,yes,no,cellular,20,apr,13,4,327,2,failure,no,0,0,1,0,1,327.0,18-29,1,"1,001-5,000",3,0,4-5 contacts,3,0.22,Previous failure,0,Housing loan only,1,1,4,Q2,0.38015624253693175,38.02,0,Below Target Threshold,Medium Propensity,2,5,57.92
33613,30,services,single,secondary,no,20,yes,no,cellular,20,apr,404,6,340,1,failure,no,0,0,1,0,1,340.0,30-39,2,"0-1,000",2,0,6+ contacts,4,6.73,Previous failure,0,Housing loan only,1,1,4,Q2,0.2945787149313985,29.46,0,Below Target Threshold,Medium Propensity,2,7,35.24
33614,39,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,6.78,No previous contact,0,Housing loan only,1,1,4,Q2,0.34258686335358196,34.26,0,Below Target Threshold,Medium Propensity,2,6,47.61
33615,55,services,married,secondary,no,617,yes,no,cellular,20,apr,529,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,8.82,No previous contact,0,Housing loan only,1,1,4,Q2,0.3767142584512355,37.67,0,Below Target Threshold,Medium Propensity,2,5,57.0
33616,48,services,married,secondary,no,515,yes,no,telephone,20,apr,7,5,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,4-5 contacts,3,0.12,No previous contact,0,Housing loan only,1,1,4,Q2,0.21990724275231197,21.99,0,Below Target Threshold,Low Propensity,1,9,19.86
33617,42,management,divorced,secondary,no,317,yes,no,cellular,20,apr,136,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.27,No previous contact,0,Housing loan only,1,1,4,Q2,0.41690901019493826,41.69,0,Below Target Threshold,Medium Propensity,2,4,66.41
33618,46,blue-collar,married,primary,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,4.62,No previous contact,0,No loans,0,1,4,Q2,0.6479094158034723,64.79,1,Priority Target,High Propensity,3,2,89.45
33619,35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no,0,0,1,0,1,329.0,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,1.55,Previous failure,0,Housing loan only,1,1,4,Q2,0.3412928456842498,34.13,0,Below Target Threshold,Medium Propensity,2,6,47.23
33620,51,management,married,secondary,no,563,yes,no,cellular,20,apr,23,6,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,6+ contacts,4,0.38,No previous contact,0,Housing loan only,1,1,4,Q2,0.3337783330220195,33.38,0,Below Target Threshold,Medium Propensity,2,6,45.18
33621,32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,0.33,No previous contact,0,Housing loan only,1,1,4,Q2,0.4779754112280685,47.8,0,Below Target Threshold,High Propensity,3,3,76.7
33622,37,technician,single,secondary,no,1012,yes,no,cellular,20,apr,218,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,3.63,No previous contact,0,Housing loan only,1,1,4,Q2,0.47608893632139526,47.61,0,Below Target Threshold,High Propensity,3,3,76.47
33623,34,management,single,tertiary,no,6707,yes,no,cellular,20,apr,16,3,154,4,other,no,0,0,1,0,1,154.0,30-39,2,"5,001-10,000",4,0,2-3 contacts,2,0.27,Previous other,0,Housing loan only,1,1,4,Q2,0.5225097364304772,52.25,0,Below Target Threshold,High Propensity,3,2,81.48
33624,42,blue-collar,married,secondary,no,-150,yes,no,cellular,20,apr,233,3,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,2-3 contacts,2,3.88,No previous contact,0,Housing loan only,1,1,4,Q2,0.3225157247521969,32.25,0,Below Target Threshold,Medium Propensity,2,6,42.07
33625,32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,4-5 contacts,3,0.3,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.33328081168295215,33.33,0,Below Target Threshold,Medium Propensity,2,6,45.02
33626,56,blue-collar,married,primary,no,6677,yes,no,telephone,20,apr,197,4,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"5,001-10,000",4,0,4-5 contacts,3,3.28,No previous contact,0,Housing loan only,1,1,4,Q2,0.33676396116424634,33.68,0,Below Target Threshold,Medium Propensity,2,6,46.05
33627,51,blue-collar,married,primary,no,2832,yes,no,cellular,20,apr,122,4,238,12,other,no,0,0,1,0,1,238.0,50-59,4,"1,001-5,000",3,0,4-5 contacts,3,2.03,Previous other,0,Housing loan only,1,1,4,Q2,0.35683774541441937,35.68,0,Below Target Threshold,Medium Propensity,2,5,51.57
33628,37,blue-collar,single,secondary,no,2390,yes,no,cellular,20,apr,20,2,335,12,failure,no,0,0,1,0,1,335.0,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,0.33,Previous failure,0,Housing loan only,1,1,4,Q2,0.35234802218498457,35.23,0,Below Target Threshold,Medium Propensity,2,5,50.3
33629,34,services,married,secondary,no,409,yes,no,cellular,20,apr,104,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,1.73,No previous contact,0,Housing loan only,1,1,4,Q2,0.35719197697238986,35.72,0,Below Target Threshold,Medium Propensity,2,5,51.67
33630,39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes,1,0,1,0,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,22.22,No previous contact,0,Housing loan only,1,1,4,Q2,0.3680573699621726,36.81,0,Below Target Threshold,Medium Propensity,2,5,54.58
33631,35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.98,No previous contact,0,Housing loan only,1,1,4,Q2,0.39235547878503835,39.24,0,Below Target Threshold,Medium Propensity,2,4,60.87
33632,48,admin.,divorced,secondary,no,4,yes,no,cellular,20,apr,7,5,318,10,other,no,0,0,1,0,1,318.0,40-49,3,"0-1,000",2,0,4-5 contacts,3,0.12,Previous other,0,Housing loan only,1,1,4,Q2,0.30263964054886394,30.26,0,Below Target Threshold,Medium Propensity,2,7,37.07
33633,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.15,No previous contact,0,Housing loan only,1,1,4,Q2,0.35652719206752076,35.65,0,Below Target Threshold,Medium Propensity,2,5,51.48
33634,44,management,single,secondary,no,109,yes,no,cellular,20,apr,101,4,328,3,failure,no,0,0,1,0,1,328.0,40-49,3,"0-1,000",2,0,4-5 contacts,3,1.68,Previous failure,0,Housing loan only,1,1,4,Q2,0.34792411256448025,34.79,0,Below Target Threshold,Medium Propensity,2,6,49.04
33635,34,services,married,secondary,no,790,yes,no,cellular,20,apr,579,2,350,1,failure,no,0,0,1,0,1,350.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,9.65,Previous failure,0,Housing loan only,1,1,4,Q2,0.38051275390997186,38.05,0,Below Target Threshold,Medium Propensity,2,5,58.03
33636,36,services,married,secondary,no,924,yes,yes,cellular,20,apr,173,4,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,2.88,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.28986019686342795,28.99,0,Below Target Threshold,Medium Propensity,2,7,34.2
33637,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,no,0,0,1,0,1,151.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.85,Previous other,0,Housing loan only,1,1,4,Q2,0.40391332854384876,40.39,0,Below Target Threshold,Medium Propensity,2,4,63.6
33638,38,management,married,secondary,no,336,yes,no,cellular,20,apr,259,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.32,No previous contact,0,Housing loan only,1,1,4,Q2,0.3987018377339622,39.87,0,Below Target Threshold,Medium Propensity,2,4,62.35
33639,46,technician,married,unknown,no,605,yes,no,cellular,20,apr,780,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,13.0,No previous contact,0,Housing loan only,1,1,4,Q2,0.3984081151047713,39.84,0,Below Target Threshold,Medium Propensity,2,4,62.27
33640,47,services,married,secondary,no,306,yes,no,cellular,20,apr,20,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,0.33,No previous contact,0,Housing loan only,1,1,4,Q2,0.3440186616201003,34.4,0,Below Target Threshold,Medium Propensity,2,6,47.97
33641,34,management,married,tertiary,no,577,yes,no,cellular,20,apr,243,2,153,1,failure,no,0,0,1,0,1,153.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.05,Previous failure,0,Housing loan only,1,1,4,Q2,0.40541447917194057,40.54,0,Below Target Threshold,Medium Propensity,2,4,63.99
33642,29,services,married,secondary,no,0,yes,yes,cellular,20,apr,204,3,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,3.4,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.367765796630885,36.78,0,Below Target Threshold,Medium Propensity,2,5,54.5
33643,29,blue-collar,married,secondary,no,3007,yes,no,cellular,20,apr,19,5,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"1,001-5,000",3,0,4-5 contacts,3,0.32,No previous contact,0,Housing loan only,1,1,4,Q2,0.4119240480328224,41.19,0,Below Target Threshold,Medium Propensity,2,4,65.38
33644,45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,4-5 contacts,3,14.12,No previous contact,0,Housing loan only,1,1,4,Q2,0.3125580606183704,31.26,0,Below Target Threshold,Medium Propensity,2,7,39.47
33645,33,technician,single,secondary,no,641,yes,yes,cellular,20,apr,242,3,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.03,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.3979130779052044,39.79,0,Below Target Threshold,Medium Propensity,2,4,62.16
33646,44,services,married,secondary,no,634,yes,no,cellular,20,apr,226,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,3.77,No previous contact,0,Housing loan only,1,1,4,Q2,0.372082737571404,37.21,0,Below Target Threshold,Medium Propensity,2,5,55.69
33647,48,admin.,single,secondary,no,-874,yes,no,cellular,20,apr,243,2,151,7,other,no,0,0,1,0,1,151.0,40-49,3,Negative,1,1,2-3 contacts,2,4.05,Previous other,0,Housing loan only,1,1,4,Q2,0.3686780699884955,36.87,0,Below Target Threshold,Medium Propensity,2,5,54.75
33648,28,technician,single,tertiary,no,230,yes,no,cellular,20,apr,505,3,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,8.42,No previous contact,0,Housing loan only,1,1,4,Q2,0.49954802490036615,49.95,0,Below Target Threshold,High Propensity,3,3,79.28
33649,33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,0.42,No previous contact,0,Housing loan only,1,1,4,Q2,0.41037833990439654,41.04,0,Below Target Threshold,Medium Propensity,2,4,65.01
33650,38,services,divorced,primary,no,0,yes,no,cellular,20,apr,355,3,151,3,failure,no,0,0,1,0,1,151.0,30-39,2,"0-1,000",2,0,2-3 contacts,2,5.92,Previous failure,0,Housing loan only,1,1,4,Q2,0.3306242505295473,33.06,0,Below Target Threshold,Medium Propensity,2,6,44.25
33651,41,blue-collar,married,secondary,no,1384,yes,no,cellular,20,apr,106,4,340,4,success,no,0,0,1,0,1,340.0,40-49,3,"1,001-5,000",3,0,4-5 contacts,3,1.77,Previous success,1,Housing loan only,1,1,4,Q2,0.762599198200826,76.26,1,Priority Target,High Propensity,3,1,95.21
33652,35,technician,married,secondary,no,257,yes,yes,cellular,20,apr,307,4,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,4-5 contacts,3,5.12,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.30959008942002836,30.96,0,Below Target Threshold,Medium Propensity,2,7,38.73
33653,29,blue-collar,married,secondary,no,457,yes,no,cellular,20,apr,72,3,341,1,other,no,0,0,1,0,1,341.0,18-29,1,"0-1,000",2,0,2-3 contacts,2,1.2,Previous other,0,Housing loan only,1,1,4,Q2,0.32656354377509056,32.66,0,Below Target Threshold,Medium Propensity,2,6,43.14
33654,47,admin.,married,secondary,no,1265,yes,yes,cellular,20,apr,250,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"1,001-5,000",3,0,2-3 contacts,2,4.17,No previous contact,0,Housing + personal loans,2,1,4,Q2,0.3288083699379593,32.88,0,Below Target Threshold,Medium Propensity,2,6,43.75
33655,33,admin.,single,secondary,no,1590,yes,no,cellular,20,apr,18,4,334,1,other,no,0,0,1,0,1,334.0,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,0.3,Previous other,0,Housing loan only,1,1,4,Q2,0.37657191875686835,37.66,0,Below Target Threshold,Medium Propensity,2,5,56.96
33656,38,management,single,tertiary,no,7303,yes,no,cellular,20,apr,164,6,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"5,001-10,000",4,0,6+ contacts,4,2.73,No previous contact,0,Housing loan only,1,1,4,Q2,0.45158363659103895,45.16,0,Below Target Threshold,High Propensity,3,3,72.82
33657,52,admin.,divorced,secondary,no,725,yes,no,cellular,20,apr,57,3,325,1,other,no,0,0,1,0,1,325.0,50-59,4,"0-1,000",2,0,2-3 contacts,2,0.95,Previous other,0,Housing loan only,1,1,4,Q2,0.3682451958959677,36.82,0,Below Target Threshold,Medium Propensity,2,5,54.62
33658,29,admin.,married,primary,no,131,yes,no,cellular,20,apr,353,4,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,4-5 contacts,3,5.88,No previous contact,0,Housing loan only,1,1,4,Q2,0.34339498802182833,34.34,0,Below Target Threshold,Medium Propensity,2,6,47.82
33659,33,blue-collar,single,secondary,no,2202,yes,no,cellular,20,apr,372,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,6.2,No previous contact,0,Housing loan only,1,1,4,Q2,0.4379033347826288,43.79,0,Below Target Threshold,High Propensity,3,3,70.41
33660,33,technician,married,secondary,no,6947,yes,no,cellular,20,apr,250,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"5,001-10,000",4,0,2-3 contacts,2,4.17,No previous contact,0,Housing loan only,1,1,4,Q2,0.4411725994839005,44.12,0,Below Target Threshold,High Propensity,3,3,71.1
33661,37,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196,2,283,2,failure,no,0,0,1,0,1,283.0,30-39,2,"1,001-5,000",3,0,2-3 contacts,2,3.27,Previous failure,0,Housing loan only,1,1,4,Q2,0.39866466628059155,39.87,0,Below Target Threshold,Medium Propensity,2,4,62.35
33662,33,admin.,divorced,tertiary,no,1586,no,no,cellular,20,apr,39,4,-1,0,unknown,no,0,0,0,0,0,,30-39,2,"1,001-5,000",3,0,4-5 contacts,3,0.65,No previous contact,0,No loans,0,1,4,Q2,0.7650421808459545,76.5,1,Priority Target,High Propensity,3,1,95.33
33663,36,entrepreneur,married,tertiary,no,-502,yes,no,cellular,20,apr,22,4,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,4-5 contacts,3,0.37,No previous contact,0,Housing loan only,1,1,4,Q2,0.3448788948912939,34.49,0,Below Target Threshold,Medium Propensity,2,6,48.22
33664,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,2-3 contacts,2,2.03,No previous contact,0,Housing loan only,1,1,4,Q2,0.4290401025590413,42.9,0,Below Target Threshold,High Propensity,3,4,68.74
33665,35,blue-collar,married,secondary,no,1454,yes,no,telephone,20,apr,19,6,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,6+ contacts,4,0.32,No previous contact,0,Housing loan only,1,1,4,Q2,0.28489113317314874,28.49,0,Below Target Threshold,Low Propensity,1,7,33.13
33666,37,services,married,secondary,no,47,yes,no,cellular,20,apr,554,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,9.23,No previous contact,0,Housing loan only,1,1,4,Q2,0.36132058405280465,36.13,0,Below Target Threshold,Medium Propensity,2,5,52.81
33667,34,services,married,secondary,no,305,yes,no,cellular,20,apr,212,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.53,No previous contact,0,Housing loan only,1,1,4,Q2,0.38535329675094643,38.54,0,Below Target Threshold,Medium Propensity,2,5,59.24
