age,balance,campaign,previous,previously_contacted,days_since_previous_contact,negative_balance_flag,previous_campaign_success_flag,active_loan_count,contact_known_flag,job,marital,education,default,housing,loan,contact,month,poutcome,subscription_flag
32,2263,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,may,unknown,0
35,175,1,0,0,0.0,0,0,2,1,management,single,tertiary,no,yes,yes,cellular,nov,unknown,0
52,482,7,0,0,0.0,0,0,2,1,services,married,unknown,no,yes,yes,cellular,jul,unknown,0
32,476,7,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,jul,unknown,0
26,0,10,0,0,0.0,0,0,1,1,services,single,secondary,yes,no,yes,cellular,jul,unknown,0
39,4800,3,0,0,0.0,0,0,0,0,management,married,unknown,no,no,no,unknown,jun,unknown,0
35,484,1,3,1,87.0,0,0,0,1,blue-collar,single,unknown,no,no,no,cellular,jul,failure,1
34,557,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
38,187,7,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
46,-27,1,0,0,0.0,1,0,1,1,management,married,secondary,no,yes,no,cellular,may,unknown,0
34,28,1,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,feb,unknown,0
59,901,3,0,0,0.0,0,0,1,0,entrepreneur,divorced,secondary,no,yes,no,unknown,may,unknown,0
44,0,2,0,0,0.0,0,0,1,1,management,married,secondary,yes,yes,no,cellular,jul,unknown,0
45,572,6,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,telephone,feb,unknown,0
49,197,1,3,1,101.0,0,1,1,1,admin.,married,secondary,no,yes,no,cellular,jul,success,0
24,-1414,2,0,0,0.0,1,0,2,1,services,single,secondary,yes,yes,yes,cellular,may,unknown,0
43,223,4,0,0,0.0,0,0,0,1,unemployed,married,secondary,no,no,no,cellular,aug,unknown,0
27,0,1,0,0,0.0,0,0,1,1,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,0
29,315,4,0,0,0.0,0,0,1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,0
29,368,5,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,apr,unknown,0
38,4860,1,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0
51,5,2,0,0,0.0,0,0,0,1,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,1
22,381,1,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,cellular,feb,unknown,1
34,133,2,5,1,187.0,0,1,0,1,technician,married,secondary,no,no,no,cellular,nov,success,1
49,0,17,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0
27,4590,1,2,1,442.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,aug,failure,0
46,2166,1,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,1
56,450,1,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,telephone,nov,unknown,0
34,0,2,0,0,0.0,0,0,2,0,entrepreneur,single,secondary,no,yes,yes,unknown,may,unknown,0
46,0,5,5,1,102.0,0,0,1,1,technician,divorced,tertiary,no,yes,no,cellular,nov,failure,0
40,643,2,1,1,256.0,0,0,1,1,management,married,secondary,no,yes,no,cellular,apr,failure,0
58,0,3,9,1,264.0,0,0,1,1,self-employed,married,secondary,no,yes,no,telephone,feb,failure,0
28,34,4,0,0,0.0,0,0,1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0
41,8238,4,0,0,0.0,0,0,2,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,0
58,0,2,0,0,0.0,0,0,0,1,retired,married,tertiary,no,no,no,cellular,aug,unknown,0
30,53,1,0,0,0.0,0,0,1,1,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,0
54,5249,1,0,0,0.0,0,0,1,1,management,married,secondary,yes,yes,no,cellular,nov,unknown,0
33,38,4,1,1,371.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,telephone,may,other,0
37,1648,2,0,0,0.0,0,0,1,0,unemployed,single,primary,no,yes,no,unknown,jun,unknown,0
42,8600,9,0,0,0.0,0,0,0,0,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,0
49,1912,4,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,aug,unknown,0
57,16,3,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
55,3068,3,0,0,0.0,0,0,0,1,housemaid,divorced,unknown,no,no,no,cellular,jul,unknown,0
51,3188,3,0,0,0.0,0,0,2,1,entrepreneur,married,tertiary,no,yes,yes,cellular,nov,unknown,0
50,-197,2,0,0,0.0,1,0,1,1,services,married,secondary,no,yes,no,cellular,apr,unknown,0
43,-416,1,3,1,301.0,1,0,2,1,services,married,secondary,no,yes,yes,cellular,may,failure,0
51,220,2,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
51,6659,2,1,1,189.0,0,0,2,1,entrepreneur,married,tertiary,no,yes,yes,cellular,nov,failure,0
34,558,1,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
26,222,1,2,1,63.0,0,1,0,1,management,single,tertiary,no,no,no,cellular,jun,success,1
32,9,2,0,0,0.0,0,0,0,1,self-employed,married,secondary,yes,no,no,cellular,aug,unknown,0
40,-94,1,0,0,0.0,1,0,1,1,self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,0
34,39,3,0,0,0.0,0,0,0,1,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,0
45,-459,6,0,0,0.0,1,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
39,7304,1,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
57,380,2,0,0,0.0,0,0,0,1,self-employed,married,secondary,no,no,no,cellular,nov,unknown,0
45,-191,3,0,0,0.0,1,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
49,322,2,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0
27,-238,4,0,0,0.0,1,0,0,1,housemaid,married,primary,yes,no,no,cellular,jul,unknown,0
59,0,2,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,nov,unknown,0
43,11115,1,3,1,182.0,0,1,0,1,technician,single,unknown,no,no,no,cellular,apr,success,1
47,-288,6,0,0,0.0,1,0,0,0,services,married,secondary,no,no,no,unknown,may,unknown,0
41,-129,1,0,0,0.0,1,0,1,1,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,0
39,1965,1,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,0
32,390,1,1,1,243.0,0,0,2,1,admin.,married,tertiary,no,yes,yes,cellular,may,other,0
46,626,2,0,0,0.0,0,0,1,0,blue-collar,married,unknown,no,yes,no,unknown,jun,unknown,0
56,3164,3,0,0,0.0,0,0,0,0,management,married,secondary,no,no,no,unknown,jun,unknown,0
39,-571,2,0,0,0.0,1,0,0,0,self-employed,married,secondary,yes,no,no,unknown,jun,unknown,0
38,1477,3,2,1,769.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,sep,failure,1
34,21,1,3,1,346.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,apr,failure,0
38,1933,1,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,apr,unknown,0
27,-291,2,0,0,0.0,1,0,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0
44,566,1,0,0,0.0,0,0,2,1,technician,married,secondary,no,yes,yes,cellular,apr,unknown,0
23,210,1,0,0,0.0,0,0,1,0,services,single,secondary,no,yes,no,unknown,may,unknown,0
80,2994,1,0,0,0.0,0,0,0,1,retired,married,primary,no,no,no,cellular,aug,unknown,0
37,1498,1,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,apr,unknown,0
33,3773,4,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
33,0,5,2,1,98.0,0,0,2,1,admin.,married,tertiary,no,yes,yes,cellular,feb,other,0
38,-650,1,0,0,0.0,1,0,0,0,admin.,married,secondary,no,no,no,unknown,may,unknown,0
34,1350,1,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
33,75,3,0,0,0.0,0,0,1,1,entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown,0
37,0,2,1,1,119.0,0,0,1,1,admin.,married,tertiary,no,yes,no,cellular,nov,failure,0
36,317,1,0,0,0.0,0,0,0,0,management,single,tertiary,no,no,no,unknown,jun,unknown,0
35,2311,1,1,1,167.0,0,0,1,1,management,married,secondary,no,yes,no,cellular,may,failure,0
49,2416,1,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,apr,unknown,1
41,5329,2,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jul,unknown,1
26,1370,1,1,1,295.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,mar,other,0
34,25,4,8,1,314.0,0,0,2,1,services,single,primary,no,yes,yes,cellular,apr,other,0
43,2273,2,3,1,147.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,apr,failure,0
47,12276,5,0,0,0.0,0,0,0,0,admin.,married,tertiary,no,no,no,unknown,jun,unknown,0
38,1029,3,1,1,223.0,0,0,1,1,self-employed,married,secondary,no,yes,no,cellular,feb,other,0
55,9774,1,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,nov,unknown,0
39,1147,2,5,1,363.0,0,0,2,1,unemployed,married,primary,no,yes,yes,cellular,may,failure,0
37,6,2,0,0,0.0,0,0,0,1,blue-collar,single,secondary,no,no,no,cellular,jan,unknown,0
77,989,2,0,0,0.0,0,0,0,1,retired,married,primary,no,no,no,telephone,oct,unknown,0
54,3795,2,1,1,119.0,0,0,2,1,management,married,tertiary,no,yes,yes,cellular,nov,failure,0
35,-35,2,0,0,0.0,1,0,1,1,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,0
47,1122,5,0,0,0.0,0,0,1,1,management,married,primary,no,yes,no,cellular,apr,unknown,0
57,1623,1,0,0,0.0,0,0,2,1,retired,married,primary,no,yes,yes,cellular,jul,unknown,0
60,83,2,0,0,0.0,0,0,1,1,entrepreneur,married,primary,no,yes,no,cellular,jul,unknown,0
34,2321,2,5,1,99.0,0,0,0,1,student,single,unknown,no,no,no,cellular,nov,failure,0
32,0,2,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
60,0,2,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,telephone,aug,unknown,0
61,1857,4,0,0,0.0,0,0,1,0,retired,divorced,secondary,no,yes,no,unknown,may,unknown,0
30,383,1,0,0,0.0,0,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
29,16,3,0,0,0.0,0,0,0,0,blue-collar,single,secondary,no,no,no,unknown,may,unknown,0
52,798,2,0,0,0.0,0,0,1,0,management,married,primary,no,yes,no,unknown,jun,unknown,0
58,9200,2,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0
40,66,4,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,1
45,-376,4,0,0,0.0,1,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
33,23,3,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
34,15,7,0,0,0.0,0,0,0,1,management,married,secondary,no,no,no,cellular,aug,unknown,0
38,864,1,1,1,348.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,failure,0
44,140,9,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
50,268,2,2,1,90.0,0,0,0,1,management,married,secondary,no,no,no,cellular,jun,failure,0
32,1660,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
41,24055,1,0,0,0.0,0,0,1,0,technician,divorced,tertiary,no,no,yes,unknown,jun,unknown,0
43,1035,1,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,cellular,jan,unknown,0
37,6889,1,0,0,0.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,nov,unknown,0
52,424,3,0,0,0.0,0,0,0,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0
25,490,3,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,0
22,2589,1,1,1,352.0,0,0,1,1,student,single,secondary,no,yes,no,cellular,may,other,0
56,10532,1,0,0,0.0,0,0,0,1,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1
51,3132,1,1,1,176.0,0,0,0,1,admin.,single,secondary,no,no,no,telephone,nov,failure,0
31,2978,2,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,aug,unknown,0
54,0,1,0,0,0.0,0,0,1,1,management,married,tertiary,yes,no,yes,cellular,nov,unknown,0
33,-191,4,0,0,0.0,1,0,2,1,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,1
42,784,3,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,apr,unknown,0
37,561,1,2,1,339.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0
46,588,3,4,1,237.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,apr,failure,0
40,13669,7,0,0,0.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,apr,unknown,0
55,419,8,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,aug,unknown,0
36,432,2,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,aug,unknown,0
32,656,2,0,0,0.0,0,0,2,1,management,single,tertiary,no,yes,yes,cellular,apr,unknown,0
44,1707,3,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,aug,unknown,0
61,296,1,0,0,0.0,0,0,0,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0
33,891,2,0,0,0.0,0,0,0,1,admin.,divorced,tertiary,no,no,no,cellular,may,unknown,1
31,1354,2,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,0
38,4056,2,0,0,0.0,0,0,0,0,self-employed,single,secondary,no,no,no,unknown,jun,unknown,0
34,520,6,0,0,0.0,0,0,1,1,housemaid,married,secondary,no,yes,no,cellular,feb,unknown,0
32,231,10,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
61,483,1,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,cellular,apr,unknown,0
28,1540,11,0,0,0.0,0,0,1,0,admin.,single,tertiary,no,yes,no,unknown,jun,unknown,0
49,457,2,0,0,0.0,0,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0
28,4513,3,0,0,0.0,0,0,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0
41,200,6,2,1,373.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,failure,0
39,3127,2,0,0,0.0,0,0,2,0,blue-collar,married,primary,no,yes,yes,unknown,jun,unknown,0
43,128,2,0,0,0.0,0,0,1,1,entrepreneur,married,secondary,no,yes,no,telephone,jul,unknown,0
51,0,2,0,0,0.0,0,0,1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0
41,2885,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,nov,unknown,0
44,14,1,0,0,0.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,aug,unknown,1
32,289,4,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
39,2,1,0,0,0.0,0,0,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,0
39,11787,4,0,0,0.0,0,0,0,0,unemployed,married,tertiary,no,no,no,unknown,jun,unknown,0
46,4170,2,3,1,357.0,0,0,2,1,blue-collar,married,primary,no,yes,yes,cellular,may,failure,0
54,432,1,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,may,unknown,0
49,81,2,0,0,0.0,0,0,1,0,housemaid,married,secondary,no,no,yes,unknown,jun,unknown,0
34,47,6,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
39,24277,1,0,0,0.0,0,0,0,1,blue-collar,single,primary,no,no,no,cellular,aug,unknown,1
40,5766,1,0,0,0.0,0,0,2,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,0
43,-178,2,0,0,0.0,1,0,1,0,unemployed,married,primary,no,yes,no,unknown,may,unknown,0
36,-290,1,0,0,0.0,1,0,2,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,0
27,362,2,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
39,355,1,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jul,unknown,0
44,1590,1,0,0,0.0,0,0,1,0,unemployed,married,secondary,no,yes,no,unknown,jun,unknown,0
38,934,1,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,may,unknown,1
43,323,3,2,1,369.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,may,failure,0
37,6968,1,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,jun,unknown,0
45,1847,5,0,0,0.0,0,0,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0
47,917,3,5,1,212.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,feb,failure,0
26,97,1,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
36,717,1,0,0,0.0,0,0,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0
31,18,19,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,0
37,90,1,5,1,340.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,0
26,814,1,0,0,0.0,0,0,0,1,unemployed,single,tertiary,no,no,no,cellular,jan,unknown,1
27,970,2,0,0,0.0,0,0,1,1,self-employed,single,tertiary,no,yes,no,cellular,feb,unknown,0
43,1239,3,0,0,0.0,0,0,2,1,self-employed,married,secondary,no,yes,yes,telephone,jul,unknown,0
26,1284,8,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
35,-126,1,0,0,0.0,1,0,0,1,unemployed,single,secondary,yes,no,no,cellular,nov,unknown,0
40,393,2,0,0,0.0,0,0,2,1,blue-collar,divorced,secondary,no,yes,yes,cellular,jul,unknown,0
31,0,2,2,1,87.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,apr,other,0
53,-133,2,0,0,0.0,1,0,1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0
42,5564,2,0,0,0.0,0,0,0,1,self-employed,married,secondary,no,no,no,cellular,nov,unknown,0
60,13546,3,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,apr,unknown,1
60,0,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,no,yes,unknown,jun,unknown,0
37,332,2,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,nov,unknown,0
56,39,2,5,1,347.0,0,0,1,1,blue-collar,single,primary,no,yes,no,telephone,may,failure,0
72,614,1,0,0,0.0,0,0,0,1,retired,single,tertiary,no,no,no,cellular,aug,unknown,0
50,389,1,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
40,231,3,0,0,0.0,0,0,1,1,blue-collar,married,secondary,yes,yes,no,cellular,feb,unknown,0
50,992,1,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
36,2700,3,0,0,0.0,0,0,0,1,entrepreneur,married,tertiary,no,no,no,cellular,feb,unknown,0
40,1468,2,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
40,3126,3,2,1,232.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,dec,failure,0
31,159,1,1,1,182.0,0,0,1,1,entrepreneur,single,secondary,no,yes,no,cellular,nov,failure,0
37,4760,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,nov,unknown,0
46,3280,1,0,0,0.0,0,0,0,1,admin.,divorced,secondary,no,no,no,cellular,jun,unknown,0
46,194,1,0,0,0.0,0,0,0,1,management,divorced,tertiary,no,no,no,cellular,jan,unknown,0
40,-239,2,0,0,0.0,1,0,0,1,technician,single,secondary,no,no,no,cellular,aug,unknown,0
50,1612,2,2,1,98.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,jun,other,1
33,572,1,2,1,74.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,apr,failure,1
39,105,1,2,1,189.0,0,0,0,1,services,married,secondary,no,no,no,cellular,feb,failure,0
34,0,1,0,0,0.0,0,0,1,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,0
54,52,3,0,0,0.0,0,0,1,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,0
42,12282,4,0,0,0.0,0,0,1,0,management,married,secondary,no,yes,no,unknown,jun,unknown,0
45,88,3,0,0,0.0,0,0,1,1,technician,divorced,secondary,no,yes,no,cellular,aug,unknown,0
30,1681,1,2,1,106.0,0,1,0,1,student,single,secondary,no,no,no,cellular,mar,success,1
42,4,8,0,0,0.0,0,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,0
31,325,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jul,unknown,1
43,685,7,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,aug,unknown,0
40,1248,2,0,0,0.0,0,0,0,0,admin.,single,tertiary,no,no,no,unknown,jun,unknown,1
29,760,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,no,yes,cellular,apr,unknown,0
32,620,3,0,0,0.0,0,0,1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1
50,82,4,0,0,0.0,0,0,0,1,admin.,married,primary,no,no,no,cellular,aug,unknown,0
42,13242,1,0,0,0.0,0,0,0,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,0
53,0,2,0,0,0.0,0,0,0,0,unemployed,divorced,secondary,no,no,no,unknown,jun,unknown,0
30,0,2,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,aug,unknown,0
47,405,2,0,0,0.0,0,0,1,1,services,married,secondary,no,no,yes,cellular,aug,unknown,1
43,3549,5,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0
59,1425,3,0,0,0.0,0,0,1,1,retired,married,primary,no,yes,no,cellular,aug,unknown,0
34,693,1,0,0,0.0,0,0,1,1,self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,0
58,327,4,0,0,0.0,0,0,0,1,unknown,married,tertiary,no,no,no,telephone,jan,unknown,0
62,3114,2,1,1,186.0,0,1,0,1,retired,married,secondary,no,no,no,cellular,may,success,1
29,67,1,5,1,187.0,0,1,0,1,student,single,secondary,no,no,no,cellular,feb,success,1
56,1654,2,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,0
40,242,2,0,0,0.0,0,0,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0
50,1138,8,0,0,0.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,0
51,463,4,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,0
29,224,2,3,1,81.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,apr,failure,1
50,1093,1,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
38,3576,2,1,1,183.0,0,1,0,1,management,married,unknown,no,no,no,cellular,nov,success,1
47,459,1,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jan,unknown,0
51,1521,1,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0
36,1451,4,17,1,93.0,0,0,1,1,technician,divorced,secondary,no,yes,no,cellular,jul,other,1
47,301,1,0,0,0.0,0,0,0,1,unknown,married,unknown,no,no,no,cellular,aug,unknown,0
33,139,1,0,0,0.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,may,unknown,0
42,406,1,2,1,391.0,0,1,1,1,management,married,secondary,no,yes,no,cellular,jul,success,0
43,0,2,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,nov,unknown,0
56,292,9,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
29,1808,2,1,1,433.0,0,1,0,1,management,single,tertiary,no,no,no,cellular,jul,success,1
55,645,1,0,0,0.0,0,0,0,1,admin.,single,secondary,no,no,no,telephone,jul,unknown,0
50,9585,6,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,0
41,750,2,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0
61,32685,2,0,0,0.0,0,0,0,1,retired,married,tertiary,no,no,no,cellular,mar,unknown,1
47,120,6,11,1,365.0,0,0,1,1,admin.,married,secondary,no,yes,no,telephone,may,failure,0
40,1358,1,0,0,0.0,0,0,0,0,services,married,secondary,no,no,no,unknown,jun,unknown,0
32,1038,4,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
31,1004,6,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,feb,unknown,0
52,353,4,0,0,0.0,0,0,0,1,retired,divorced,primary,no,no,no,cellular,jul,unknown,0
32,127,3,0,0,0.0,0,0,1,1,technician,single,tertiary,no,yes,no,cellular,jul,unknown,0
77,1807,1,0,0,0.0,0,0,0,1,retired,married,unknown,no,no,no,telephone,oct,unknown,1
32,268,1,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,jan,unknown,0
31,2603,4,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,feb,unknown,1
32,180,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,telephone,may,unknown,0
32,5806,2,0,0,0.0,0,0,1,1,services,single,secondary,no,yes,no,cellular,nov,unknown,1
41,220,2,2,1,88.0,0,0,1,1,admin.,divorced,secondary,no,yes,no,cellular,aug,failure,0
36,-78,1,0,0,0.0,1,0,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,1
43,177,1,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,may,unknown,0
35,219,1,0,0,0.0,0,0,2,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0
38,490,1,0,0,0.0,0,0,2,0,blue-collar,single,primary,no,yes,yes,unknown,aug,unknown,0
37,801,7,0,0,0.0,0,0,0,1,admin.,married,tertiary,no,no,no,cellular,aug,unknown,0
30,930,1,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jul,unknown,1
35,3302,3,0,0,0.0,0,0,2,1,entrepreneur,single,tertiary,no,yes,yes,cellular,may,unknown,0
38,792,1,0,0,0.0,0,0,0,0,services,divorced,secondary,no,no,no,unknown,jun,unknown,0
33,3514,2,2,1,184.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,0
33,-395,2,0,0,0.0,1,0,1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,0
30,3392,2,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,apr,unknown,0
43,2355,3,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,0
